first_pokemon,second_pokemon,winner,first_pokemon_name,second_pokemon_name,winner_name
200,461,200,Azumarill,Wormadam Trash Cloak,Azumarill
520,542,542,Togekiss,Palkia,Palkia
737,675,737,Pyroar,Cubchoo,Pyroar
795,332,795,Zygarde Half Forme,Lairon,Zygarde Half Forme
71,565,71,Alakazam,Watchog,Alakazam
609,576,576,Petilil,Simipour,Simipour
341,690,341,Plusle,Braviary,Plusle
345,776,345,Roselia,Sliggoo,Roselia
241,127,127,Corsola,Seadra,Seadra
634,13,13,Minccino,Mega Blastoise,Mega Blastoise
118,285,285,Koffing,Poochyena,Poochyena
345,596,345,Roselia,Tympole,Roselia
464,629,629,Vespiquen,Archeops,Archeops
486,104,486,Bronzong,Onix,Bronzong
783,518,518,Pumpkaboo Large Size,Electivire,Electivire
494,274,494,Garchomp,Grovyle,Garchomp
197,156,197,Mega Ampharos,Snorlax,Mega Ampharos
312,609,609,Slakoth,Petilil,Petilil
125,432,432,Mega Kangaskhan,Deoxys Speed Forme,Deoxys Speed Forme
56,87,87,Diglett,Slowbro,Slowbro
319,52,319,Loudred,Paras,Loudred
278,405,405,Combusken,Relicanth,Relicanth
590,639,590,Excadrill,Solosis,Excadrill
631,796,631,Garbodor,Diancie,Garbodor
214,700,700,Murkrow,Cobalion,Cobalion
540,59,59,Azelf,Persian,Persian
77,299,299,Weepinbell,Shiftry,Shiftry
319,102,102,Loudred,Gengar,Gengar
362,13,362,Flygon,Mega Blastoise,Flygon
241,134,134,Corsola,Jynx,Jynx
751,161,161,Aegislash Blade Forme,Dragonair,Dragonair
382,603,603,Feebas,Leavanny,Leavanny
470,616,616,Shellos,Darmanitan Standard Mode,Darmanitan Standard Mode
660,196,660,Ferrothorn,Ampharos,Ferrothorn
689,93,93,Rufflet,Dodrio,Dodrio
202,377,377,Politoed,Claydol,Claydol
260,26,26,Magby,Raticate,Raticate
730,539,539,Fletchling,Mesprit,Mesprit
325,328,328,Skitty,Mega Sableye,Mega Sableye
288,248,288,Linoone,Houndoom,Linoone
729,441,729,Diggersby,Empoleon,Diggersby
2,442,442,Ivysaur,Starly,Starly
396,281,396,Snorunt,Mudkip,Snorunt
230,493,493,Mega Scizor,Gabite,Gabite
55,17,55,Venomoth,Weedle,Venomoth
625,349,349,Cofagrigus,Sharpedo,Sharpedo
480,164,164,Glameow,Mega Mewtwo X,Mega Mewtwo X
100,291,100,Gastly,Beautifly,Gastly
347,29,29,Swalot,Ekans,Ekans
764,320,320,Clawitzer,Exploud,Exploud
58,301,301,Meowth,Swellow,Swellow
512,637,512,Mega Abomasnow,Gothorita,Mega Abomasnow
366,516,516,Altaria,Rhyperior,Rhyperior
561,493,493,Oshawott,Gabite,Gabite
677,30,677,Cryogonal,Arbok,Cryogonal
279,170,279,Blaziken,Cyndaquil,Blaziken
582,420,420,Blitzle,Latios,Latios
691,54,691,Vullaby,Venonat,Vullaby
356,286,286,Torkoal,Mightyena,Mightyena
238,755,755,Magcargo,Swirlix,Swirlix
589,730,589,Drilbur,Fletchling,Drilbur
305,192,192,Kirlia,Natu,Natu
231,675,675,Shuckle,Cubchoo,Cubchoo
266,288,288,Larvitar,Linoone,Linoone
135,313,135,Electabuzz,Vigoroth,Electabuzz
140,208,208,Magikarp,Sunflora,Sunflora
177,718,718,Furret,Genesect,Genesect
222,237,222,Dunsparce,Slugma,Dunsparce
122,559,559,Chansey,Pignite,Pignite
380,217,380,Anorith,Unown,Anorith
129,793,793,Seaking,Xerneas,Xerneas
492,295,295,Gible,Lombre,Lombre
129,174,129,Seaking,Croconaw,Seaking
133,433,133,Scyther,Turtwig,Scyther
276,111,276,Mega Sceptile,Exeggcute,Mega Sceptile
99,464,99,Cloyster,Vespiquen,Cloyster
98,396,396,Shellder,Snorunt,Snorunt
111,690,690,Exeggcute,Braviary,Braviary
347,150,347,Swalot,Omanyte,Swalot
154,362,154,Aerodactyl,Flygon,Aerodactyl
220,344,344,Pineco,Illumise,Illumise
751,501,501,Aegislash Blade Forme,Hippowdon,Hippowdon
537,184,184,Mow Rotom,Crobat,Crobat
408,776,776,Shelgon,Sliggoo,Sliggoo
23,112,23,Pidgeot,Exeggutor,Pidgeot
173,243,243,Totodile,Octillery,Octillery
11,102,102,Wartortle,Gengar,Gengar
141,272,272,Gyarados,Celebi,Celebi
304,259,259,Ralts,Elekid,Elekid
349,416,349,Sharpedo,Regice,Sharpedo
225,601,601,Mega Steelix,Sewaddle,Sewaddle
726,50,726,Frogadier,Gloom,Frogadier
602,795,795,Swadloon,Zygarde Half Forme,Zygarde Half Forme
31,544,544,Pikachu,Regigigas,Regigigas
662,228,228,Klang,Qwilfish,Qwilfish
483,324,483,Stunky,Nosepass,Stunky
390,334,334,Dusclops,Mega Aggron,Mega Aggron
17,626,626,Weedle,Tirtouga,Tirtouga
197,63,63,Mega Ampharos,,
273,180,273,Treecko,Ledyba,Treecko
456,262,262,Shieldon,Blissey,Blissey
795,141,141,Zygarde Half Forme,Gyarados,Gyarados
444,291,444,Staraptor,Beautifly,Staraptor
188,624,624,Cleffa,Yamask,Yamask
709,349,709,Landorus Incarnate Forme,Sharpedo,Landorus Incarnate Forme
117,228,228,Lickitung,Qwilfish,Qwilfish
670,62,62,Lampent,Mankey,Mankey
168,534,534,Bayleef,Wash Rotom,Wash Rotom
452,781,452,Budew,Pumpkaboo Average Size,Budew
643,770,643,Swanna,Aurorus,Swanna
120,79,120,Rhyhorn,Tentacool,Rhyhorn
47,533,533,Zubat,Heat Rotom,Heat Rotom
131,408,131,Starmie,Shelgon,Starmie
280,1,280,Mega Blaziken,Bulbasaur,Mega Blaziken
727,651,727,Greninja,Escavalier,Greninja
139,758,139,Tauros,Malamar,Tauros
396,445,396,Snorunt,Bidoof,Snorunt
640,188,640,Duosion,Cleffa,Duosion
336,356,336,Medicham,Torkoal,Medicham
762,338,338,Dragalge,Electrike,Electrike
67,461,67,Poliwhirl,Wormadam Trash Cloak,Poliwhirl
560,649,649,Emboar,Emolga,Emolga
157,210,157,Articuno,Wooper,Articuno
11,405,11,Wartortle,Relicanth,Wartortle
30,661,661,Arbok,Klink,Klink
319,722,722,Loudred,Fennekin,Fennekin
369,627,369,Seviper,Carracosta,Seviper
73,176,73,Machop,Sentret,Machop
270,431,270,Lugia,Deoxys Defense Forme,Lugia
638,631,631,Gothitelle,Garbodor,Garbodor
264,316,316,Entei,Ninjask,Ninjask
387,522,522,Banette,Leafeon,Leafeon
478,610,478,Mismagius,Lilligant,Mismagius
623,564,623,Sigilyph,Patrat,Sigilyph
727,386,727,Greninja,Shuppet,Greninja
410,672,410,Mega Salamence,Axew,Mega Salamence
292,495,495,Cascoon,Mega Garchomp,Mega Garchomp
135,484,135,Electabuzz,Skuntank,Electabuzz
640,28,28,Duosion,Fearow,Fearow
778,186,778,Klefki,Lanturn,Klefki
772,678,772,Hawlucha,Shelmet,Hawlucha
56,696,56,Diglett,Zweilous,Diglett
724,157,724,Delphox,Articuno,Delphox
616,591,616,Darmanitan Standard Mode,Audino,Darmanitan Standard Mode
722,155,155,Fennekin,Mega Aerodactyl,Mega Aerodactyl
433,327,327,Turtwig,Sableye,Sableye
408,585,408,Shelgon,Boldore,Shelgon
699,493,699,Volcarona,Gabite,Volcarona
323,425,425,Azurill,Primal Groudon,Primal Groudon
759,659,759,Binacle,Ferroseed,Binacle
450,265,265,Luxio,Suicune,Suicune
181,134,134,Ledian,Jynx,Jynx
519,128,519,Magmortar,Goldeen,Magmortar
124,438,438,Kangaskhan,Infernape,Infernape
79,43,79,Tentacool,Vulpix,Tentacool
406,143,406,Luvdisc,Lapras,Luvdisc
693,551,551,Heatmor,Shaymin Land Forme,Shaymin Land Forme
593,256,256,Timburr,Tyrogue,Tyrogue
414,462,414,Mega Metagross,Mothim,Mega Metagross
190,249,249,Togepi,Mega Houndoom,Mega Houndoom
515,139,139,Lickilicky,Tauros,Tauros
548,420,420,Phione,Latios,Latios
711,546,711,Kyurem,Giratina Origin Forme,Kyurem
351,16,16,Wailmer,Butterfree,Butterfree
397,647,397,Glalie,Deerling,Glalie
25,638,25,Rattata,Gothitelle,Rattata
645,540,540,Vanillish,Azelf,Azelf
393,772,772,Absol,Hawlucha,Hawlucha
756,716,716,Slurpuff,Meloetta Aria Forme,Meloetta Aria Forme
201,799,799,Sudowoodo,Hoopa Unbound,Hoopa Unbound
273,727,727,Treecko,Greninja,Greninja
6,360,360,Charmeleon,Trapinch,Trapinch
773,7,773,Dedenne,Charizard,Dedenne
215,692,692,Slowking,Mandibuzz,Mandibuzz
710,241,710,Landorus Therian Forme,Corsola,Landorus Therian Forme
160,108,108,Dratini,Kingler,Kingler
132,778,132,Mr. Mime,Klefki,Mr. Mime
235,177,177,Teddiursa,Furret,Furret
193,330,193,Xatu,Mega Mawile,Xatu
518,669,518,Electivire,Litwick,Electivire
24,457,24,Mega Pidgeot,Bastiodon,Mega Pidgeot
520,63,63,Togekiss,,
267,569,569,Pupitar,Purrloin,Purrloin
758,207,758,Malamar,Sunkern,Malamar
553,304,553,Arceus,Ralts,Arceus
4,17,4,Mega Venusaur,Weedle,Mega Venusaur
623,120,120,Sigilyph,Rhyhorn,Rhyhorn
169,118,169,Meganium,Koffing,Meganium
529,355,529,Probopass,Mega Camerupt,Probopass
360,290,290,Trapinch,Silcoon,Silcoon
591,138,138,Audino,Mega Pinsir,Mega Pinsir
450,527,527,Luxio,Gallade,Gallade
310,620,620,Shroomish,Crustle,Crustle
371,377,377,Solrock,Claydol,Claydol
513,126,513,Weavile,Horsea,Weavile
279,520,520,Blaziken,Togekiss,Togekiss
113,41,41,Cubone,Clefairy,Clefairy
710,355,710,Landorus Therian Forme,Mega Camerupt,Landorus Therian Forme
614,154,154,Krookodile,Aerodactyl,Aerodactyl
360,731,360,Trapinch,Fletchinder,Trapinch
711,97,711,Kyurem,Muk,Kyurem
65,267,65,Arcanine,Pupitar,Arcanine
207,280,280,Sunkern,Mega Blaziken,Mega Blaziken
645,414,414,Vanillish,Mega Metagross,Mega Metagross
299,76,299,Shiftry,Bellsprout,Shiftry
474,407,474,Drifblim,Bagon,Drifblim
9,252,9,Mega Charizard Y,Donphan,Mega Charizard Y
439,174,174,Piplup,Croconaw,Croconaw
230,667,230,Mega Scizor,Elgyem,Mega Scizor
722,487,487,Fennekin,Bonsly,Bonsly
455,106,106,Rampardos,Hypno,Hypno
645,28,28,Vanillish,Fearow,Fearow
293,541,541,Dustox,Dialga,Dialga
43,161,161,Vulpix,Dragonair,Dragonair
75,149,75,Machamp,Porygon,Machamp
728,305,728,Bunnelby,Kirlia,Bunnelby
524,373,524,Gliscor,Whiscash,Gliscor
246,529,246,Skarmory,Probopass,Skarmory
491,370,491,Spiritomb,Lunatone,Spiritomb
707,558,707,Reshiram,Tepig,Reshiram
481,81,481,Purugly,Geodude,Purugly
117,609,609,Lickitung,Petilil,Petilil
20,48,20,Mega Beedrill,Golbat,Mega Beedrill
26,641,26,Raticate,Reuniclus,Raticate
231,318,318,Shuckle,Whismur,Whismur
377,690,690,Claydol,Braviary,Braviary
631,285,631,Garbodor,Poochyena,Garbodor
433,27,27,Turtwig,Spearow,Spearow
546,85,85,Giratina Origin Forme,Rapidash,Rapidash
574,29,574,Simisear,Ekans,Simisear
646,619,646,Vanilluxe,Dwebble,Vanilluxe
81,690,690,Geodude,Braviary,Braviary
445,798,798,Bidoof,Hoopa Confined,Hoopa Confined
627,481,627,Carracosta,Purugly,Carracosta
201,314,314,Sudowoodo,Slaking,Slaking
101,409,409,Haunter,Salamence,Salamence
445,686,686,Bidoof,Pawniard,Pawniard
64,696,64,Growlithe,Zweilous,Growlithe
47,22,22,Zubat,Pidgeotto,Pidgeotto
366,694,694,Altaria,Durant,Durant
725,178,725,Froakie,Hoothoot,Froakie
401,181,181,Walrein,Ledian,Ledian
151,662,151,Omastar,Klang,Omastar
474,461,474,Drifblim,Wormadam Trash Cloak,Drifblim
733,558,558,Scatterbug,Tepig,Tepig
169,636,169,Meganium,Gothita,Meganium
288,601,288,Linoone,Sewaddle,Linoone
530,37,37,Dusknoir,Nidoqueen,Nidoqueen
101,671,101,Haunter,Chandelure,Haunter
603,601,603,Leavanny,Sewaddle,Leavanny
797,547,797,Mega Diancie,Cresselia,Mega Diancie
797,759,797,Mega Diancie,Binacle,Mega Diancie
505,744,505,Toxicroak,Pangoro,Toxicroak
557,356,356,Serperior,Torkoal,Torkoal
763,99,99,Clauncher,Cloyster,Cloyster
694,614,694,Durant,Krookodile,Durant
772,468,772,Hawlucha,Cherubi,Hawlucha
642,549,549,Ducklett,Manaphy,Manaphy
331,469,331,Aron,Cherrim,Aron
55,6,55,Venomoth,Charmeleon,Venomoth
562,71,71,Dewott,Alakazam,Alakazam
471,590,590,Gastrodon,Excadrill,Excadrill
304,171,171,Ralts,Quilava,Quilava
401,186,186,Walrein,Lanturn,Lanturn
341,328,328,Plusle,Mega Sableye,Mega Sableye
416,706,706,Regice,Thundurus Therian Forme,Thundurus Therian Forme
743,379,379,Pancham,Cradily,Cradily
77,581,581,Weepinbell,Unfezant,Unfezant
197,275,275,Mega Ampharos,Sceptile,Sceptile
573,697,697,Pansear,Hydreigon,Hydreigon
743,713,713,Pancham,Kyurem White Kyurem,Kyurem White Kyurem
609,68,68,Petilil,Poliwrath,Poliwrath
129,31,31,Seaking,Pikachu,Pikachu
215,335,215,Slowking,Meditite,Slowking
527,110,527,Gallade,Electrode,Gallade
635,604,635,Cinccino,Venipede,Cinccino
715,704,704,Keldeo Resolute Forme,Tornadus Therian Forme,Tornadus Therian Forme
755,491,755,Swirlix,Spiritomb,Swirlix
727,437,727,Greninja,Monferno,Greninja
596,125,125,Tympole,Mega Kangaskhan,Mega Kangaskhan
495,663,495,Mega Garchomp,Klinklang,Mega Garchomp
114,72,72,Marowak,Mega Alakazam,Mega Alakazam
396,278,278,Snorunt,Combusken,Combusken
1,706,706,Bulbasaur,Thundurus Therian Forme,Thundurus Therian Forme
653,96,653,Amoonguss,Grimer,Amoonguss
689,747,747,Rufflet,Meowstic Male,Meowstic Male
284,568,568,Mega Swampert,Stoutland,Stoutland
527,10,527,Gallade,Squirtle,Gallade
687,429,687,Bisharp,Deoxys Normal Forme,Bisharp
645,226,645,Vanillish,Snubbull,Vanillish
513,634,513,Weavile,Minccino,Weavile
368,482,368,Zangoose,Chingling,Zangoose
582,577,582,Blitzle,Munna,Blitzle
9,496,9,Mega Charizard Y,Munchlax,Mega Charizard Y
615,631,631,Darumaka,Garbodor,Garbodor
471,582,582,Gastrodon,Blitzle,Blitzle
623,190,623,Sigilyph,Togepi,Sigilyph
645,352,352,Vanillish,Wailord,Wailord
760,234,234,Barbaracle,Sneasel,Sneasel
173,696,696,Totodile,Zweilous,Zweilous
773,726,773,Dedenne,Frogadier,Dedenne
23,35,23,Pidgeot,Nidoran♀,Pidgeot
386,389,386,Shuppet,Duskull,Shuppet
603,345,603,Leavanny,Roselia,Leavanny
522,754,522,Leafeon,Aromatisse,Leafeon
547,625,547,Cresselia,Cofagrigus,Cresselia
47,58,58,Zubat,Meowth,Meowth
456,223,223,Shieldon,Gligar,Gligar
433,443,443,Turtwig,Staravia,Staravia
533,244,533,Heat Rotom,Delibird,Heat Rotom
143,67,67,Lapras,Poliwhirl,Poliwhirl
675,341,341,Cubchoo,Plusle,Plusle
280,677,677,Mega Blaziken,Cryogonal,Cryogonal
243,730,730,Octillery,Fletchling,Fletchling
543,520,520,Heatran,Togekiss,Togekiss
34,233,233,Sandslash,Mega Heracross,Mega Heracross
143,136,136,Lapras,Magmar,Magmar
723,464,723,Braixen,Vespiquen,Braixen
96,583,583,Grimer,Zebstrika,Zebstrika
353,139,139,Numel,Tauros,Tauros
658,267,267,Galvantula,Pupitar,Pupitar
699,346,699,Volcarona,Gulpin,Volcarona
470,165,165,Shellos,Mega Mewtwo Y,Mega Mewtwo Y
396,360,396,Snorunt,Trapinch,Snorunt
536,791,536,Fan Rotom,Noibat,Fan Rotom
385,425,425,Kecleon,Primal Groudon,Primal Groudon
385,48,48,Kecleon,Golbat,Golbat
536,327,536,Fan Rotom,Sableye,Fan Rotom
506,550,550,Carnivine,Darkrai,Darkrai
110,307,110,Electrode,Mega Gardevoir,Electrode
714,163,163,Keldeo Ordinary Forme,Mewtwo,Mewtwo
261,426,261,Miltank,Rayquaza,Miltank
740,344,344,Florges,Illumise,Illumise
563,611,611,Samurott,Basculin,Basculin
137,196,137,Pinsir,Ampharos,Pinsir
694,497,694,Durant,Riolu,Durant
473,125,125,Drifloon,Mega Kangaskhan,Mega Kangaskhan
612,424,424,Sandile,Groudon,Groudon
247,385,247,Houndour,Kecleon,Houndour
395,577,577,Wynaut,Munna,Munna
329,216,216,Mawile,Misdreavus,Misdreavus
640,281,281,Duosion,Mudkip,Mudkip
2,687,687,Ivysaur,Bisharp,Bisharp
394,358,394,Mega Absol,Grumpig,Mega Absol
781,261,261,Pumpkaboo Average Size,Miltank,Miltank
502,682,682,Skorupi,Mienshao,Mienshao
738,291,291,Flabébé,Beautifly,Beautifly
157,416,157,Articuno,Regice,Articuno
276,253,276,Mega Sceptile,Porygon2,Mega Sceptile
432,278,432,Deoxys Speed Forme,Combusken,Deoxys Speed Forme
386,354,386,Shuppet,Camerupt,Shuppet
243,370,370,Octillery,Lunatone,Lunatone
630,581,581,Trubbish,Unfezant,Unfezant
355,447,355,Mega Camerupt,Kricketot,Mega Camerupt
578,349,349,Musharna,Sharpedo,Sharpedo
218,143,143,Wobbuffet,Lapras,Lapras
26,171,26,Raticate,Quilava,Raticate
11,456,11,Wartortle,Shieldon,Wartortle
465,557,557,Pachirisu,Serperior,Serperior
421,504,421,Mega Latios,Croagunk,Mega Latios
318,184,184,Whismur,Crobat,Crobat
653,371,371,Amoonguss,Solrock,Solrock
396,697,697,Snorunt,Hydreigon,Hydreigon
201,776,776,Sudowoodo,Sliggoo,Sliggoo
64,596,596,Growlithe,Tympole,Tympole
510,384,384,Snover,Castform,Castform
611,172,172,Basculin,Typhlosion,Typhlosion
718,414,414,Genesect,Mega Metagross,Mega Metagross
740,612,740,Florges,Sandile,Florges
200,162,162,Azumarill,Dragonite,Dragonite
140,483,140,Magikarp,Stunky,Magikarp
745,241,745,Furfrou,Corsola,Furfrou
223,565,223,Gligar,Watchog,Gligar
239,455,455,Swinub,Rampardos,Rampardos
44,785,44,Ninetales,Gourgeist Average Size,Ninetales
726,505,726,Frogadier,Toxicroak,Frogadier
483,323,483,Stunky,Azurill,Stunky
742,451,451,Gogoat,Luxray,Luxray
478,38,478,Mismagius,Nidoran♂,Mismagius
5,667,5,Charmander,Elgyem,Charmander
81,151,151,Geodude,Omastar,Omastar
413,749,413,Metagross,Honedge,Metagross
382,49,49,Feebas,Oddish,Oddish
438,746,438,Infernape,Espurr,Infernape
759,192,192,Binacle,Natu,Natu
764,521,521,Clawitzer,Yanmega,Yanmega
677,429,429,Cryogonal,Deoxys Normal Forme,Deoxys Normal Forme
349,638,349,Sharpedo,Gothitelle,Sharpedo
561,31,31,Oshawott,Pikachu,Pikachu
537,783,537,Mow Rotom,Pumpkaboo Large Size,Mow Rotom
182,376,376,Spinarak,Baltoy,Baltoy
194,182,194,Mareep,Spinarak,Mareep
704,689,704,Tornadus Therian Forme,Rufflet,Tornadus Therian Forme
435,598,598,Torterra,Seismitoad,Seismitoad
575,203,575,Panpour,Hoppip,Panpour
743,40,40,Pancham,Nidoking,Nidoking
347,735,735,Swalot,Vivillon,Vivillon
228,426,426,Qwilfish,Rayquaza,Rayquaza
519,364,519,Magmortar,Cacturne,Magmortar
48,619,48,Golbat,Dwebble,Golbat
53,392,392,Parasect,Chimecho,Chimecho
240,259,259,Piloswine,Elekid,Elekid
172,59,59,Typhlosion,Persian,Persian
749,185,185,Honedge,Chinchou,Chinchou
40,412,412,Nidoking,Metang,Metang
115,5,115,Hitmonlee,Charmander,Hitmonlee
476,406,476,Lopunny,Luvdisc,Lopunny
184,568,184,Crobat,Stoutland,Crobat
156,424,424,Snorlax,Groudon,Groudon
582,382,382,Blitzle,Feebas,Feebas
211,396,396,Quagsire,Snorunt,Snorunt
726,752,752,Frogadier,Aegislash Shield Forme,Aegislash Shield Forme
257,319,257,Hitmontop,Loudred,Hitmontop
700,11,700,Cobalion,Wartortle,Cobalion
699,359,699,Volcarona,Spinda,Volcarona
68,441,68,Poliwrath,Empoleon,Poliwrath
81,74,74,Geodude,Machoke,Machoke
214,124,214,Murkrow,Kangaskhan,Murkrow
494,442,442,Garchomp,Starly,Starly
707,54,707,Reshiram,Venonat,Reshiram
674,758,674,Haxorus,Malamar,Haxorus
319,106,106,Loudred,Hypno,Hypno
39,367,367,Nidorino,Mega Altaria,Mega Altaria
421,798,421,Mega Latios,Hoopa Confined,Mega Latios
325,110,110,Skitty,Electrode,Electrode
708,203,708,Zekrom,Hoppip,Zekrom
733,310,310,Scatterbug,Shroomish,Shroomish
674,702,702,Haxorus,Virizion,Virizion
45,455,455,Jigglypuff,Rampardos,Rampardos
326,334,326,Delcatty,Mega Aggron,Delcatty
477,507,477,Mega Lopunny,Finneon,Mega Lopunny
555,520,520,Snivy,Togekiss,Togekiss
707,295,707,Reshiram,Lombre,Reshiram
146,111,146,Vaporeon,Exeggcute,Vaporeon
757,270,757,Inkay,Lugia,Inkay
447,450,450,Kricketot,Luxio,Luxio
126,788,126,Horsea,Gourgeist Super Size,Horsea
620,350,350,Crustle,Mega Sharpedo,Mega Sharpedo
744,470,744,Pangoro,Shellos,Pangoro
157,131,131,Articuno,Starmie,Starmie
454,172,172,Cranidos,Typhlosion,Typhlosion
132,29,132,Mr. Mime,Ekans,Mr. Mime
637,49,637,Gothorita,Oddish,Gothorita
308,321,321,Surskit,Makuhita,Makuhita
348,685,348,Carvanha,Golurk,Carvanha
70,416,70,Kadabra,Regice,Kadabra
96,457,457,Grimer,Bastiodon,Bastiodon
211,456,211,Quagsire,Shieldon,Quagsire
273,553,553,Treecko,Arceus,Arceus
24,402,24,Mega Pidgeot,Clamperl,Mega Pidgeot
199,190,199,Marill,Togepi,Marill
546,433,546,Giratina Origin Forme,Turtwig,Giratina Origin Forme
69,335,69,Abra,Meditite,Abra
124,22,124,Kangaskhan,Pidgeotto,Kangaskhan
513,566,513,Weavile,Lillipup,Weavile
121,688,688,Rhydon,Bouffalant,Bouffalant
682,672,682,Mienshao,Axew,Mienshao
148,647,647,Flareon,Deerling,Deerling
233,345,233,Mega Heracross,Roselia,Mega Heracross
195,278,278,Flaaffy,Combusken,Combusken
551,653,551,Shaymin Land Forme,Amoonguss,Shaymin Land Forme
20,360,20,Mega Beedrill,Trapinch,Mega Beedrill
353,184,184,Numel,Crobat,Crobat
510,177,177,Snover,Furret,Furret
449,718,718,Shinx,Genesect,Genesect
128,711,711,Goldeen,Kyurem,Kyurem
661,384,384,Klink,Castform,Castform
524,573,524,Gliscor,Pansear,Gliscor
25,667,25,Rattata,Elgyem,Rattata
261,246,261,Miltank,Skarmory,Miltank
315,461,315,Nincada,Wormadam Trash Cloak,Nincada
598,446,598,Seismitoad,Bibarel,Seismitoad
466,375,466,Buizel,Crawdaunt,Buizel
425,696,425,Primal Groudon,Zweilous,Primal Groudon
171,34,171,Quilava,Sandslash,Quilava
331,330,330,Aron,Mega Mawile,Mega Mawile
54,549,549,Venonat,Manaphy,Manaphy
611,460,611,Basculin,Wormadam Sandy Cloak,Basculin
716,254,716,Meloetta Aria Forme,Stantler,Meloetta Aria Forme
465,770,465,Pachirisu,Aurorus,Pachirisu
702,352,702,Virizion,Wailord,Virizion
278,363,278,Combusken,Cacnea,Combusken
717,422,717,Meloetta Pirouette Forme,Kyogre,Meloetta Pirouette Forme
240,209,209,Piloswine,Yanma,Yanma
572,789,572,Simisage,Bergmite,Simisage
20,270,20,Mega Beedrill,Lugia,Mega Beedrill
37,391,391,Nidoqueen,Tropius,Tropius
45,306,306,Jigglypuff,Gardevoir,Gardevoir
736,305,736,Litleo,Kirlia,Litleo
340,319,340,Mega Manectric,Loudred,Mega Manectric
249,311,249,Mega Houndoom,Breloom,Mega Houndoom
581,146,581,Unfezant,Vaporeon,Unfezant
678,535,535,Shelmet,Frost Rotom,Frost Rotom
553,732,732,Arceus,Talonflame,Talonflame
288,275,275,Linoone,Sceptile,Sceptile
693,738,693,Heatmor,Flabébé,Heatmor
11,50,11,Wartortle,Gloom,Wartortle
722,716,716,Fennekin,Meloetta Aria Forme,Meloetta Aria Forme
54,532,532,Venonat,Rotom,Rotom
475,367,475,Buneary,Mega Altaria,Buneary
677,230,677,Cryogonal,Mega Scizor,Cryogonal
546,719,546,Giratina Origin Forme,Chespin,Giratina Origin Forme
137,546,546,Pinsir,Giratina Origin Forme,Giratina Origin Forme
764,716,716,Clawitzer,Meloetta Aria Forme,Meloetta Aria Forme
470,739,739,Shellos,Floette,Floette
355,104,355,Mega Camerupt,Onix,Mega Camerupt
732,679,679,Talonflame,Accelgor,Accelgor
543,122,543,Heatran,Chansey,Heatran
257,747,747,Hitmontop,Meowstic Male,Meowstic Male
603,15,603,Leavanny,Metapod,Leavanny
398,402,398,Mega Glalie,Clamperl,Mega Glalie
154,53,154,Aerodactyl,Parasect,Aerodactyl
474,558,474,Drifblim,Tepig,Drifblim
421,698,421,Mega Latios,Larvesta,Mega Latios
533,124,124,Heat Rotom,Kangaskhan,Kangaskhan
638,694,694,Gothitelle,Durant,Durant
292,534,534,Cascoon,Wash Rotom,Wash Rotom
705,647,705,Thundurus Incarnate Forme,Deerling,Thundurus Incarnate Forme
64,148,148,Growlithe,Flareon,Flareon
358,726,726,Grumpig,Frogadier,Frogadier
167,329,329,Chikorita,Mawile,Mawile
151,279,279,Omastar,Blaziken,Blaziken
267,54,267,Pupitar,Venonat,Pupitar
140,502,140,Magikarp,Skorupi,Magikarp
310,188,310,Shroomish,Cleffa,Shroomish
490,240,490,Chatot,Piloswine,Chatot
275,118,275,Sceptile,Koffing,Sceptile
788,108,108,Gourgeist Super Size,Kingler,Kingler
81,461,461,Geodude,Wormadam Trash Cloak,Wormadam Trash Cloak
196,500,500,Ampharos,Hippopotas,Hippopotas
512,180,512,Mega Abomasnow,Ledyba,Mega Abomasnow
522,599,522,Leafeon,Throh,Leafeon
279,729,279,Blaziken,Diggersby,Blaziken
602,756,756,Swadloon,Slurpuff,Slurpuff
186,13,13,Lanturn,Mega Blastoise,Mega Blastoise
324,286,286,Nosepass,Mightyena,Mightyena
593,432,432,Timburr,Deoxys Speed Forme,Deoxys Speed Forme
792,640,792,Noivern,Duosion,Noivern
397,62,397,Glalie,Mankey,Glalie
465,377,377,Pachirisu,Claydol,Claydol
295,650,650,Lombre,Karrablast,Karrablast
541,174,541,Dialga,Croconaw,Dialga
209,779,209,Yanma,Phantump,Yanma
487,741,741,Bonsly,Skiddo,Skiddo
304,733,304,Ralts,Scatterbug,Ralts
462,620,462,Mothim,Crustle,Mothim
403,151,151,Huntail,Omastar,Omastar
13,356,13,Mega Blastoise,Torkoal,Mega Blastoise
468,590,590,Cherubi,Excadrill,Excadrill
18,465,465,Kakuna,Pachirisu,Pachirisu
796,505,505,Diancie,Toxicroak,Toxicroak
382,396,382,Feebas,Snorunt,Feebas
412,289,412,Metang,Wurmple,Metang
641,629,629,Reuniclus,Archeops,Archeops
217,691,691,Unown,Vullaby,Vullaby
230,698,230,Mega Scizor,Larvesta,Mega Scizor
224,207,207,Steelix,Sunkern,Sunkern
342,459,342,Minun,Wormadam Plant Cloak,Minun
350,581,350,Mega Sharpedo,Unfezant,Mega Sharpedo
508,623,623,Lumineon,Sigilyph,Sigilyph
40,639,40,Nidoking,Solosis,Nidoking
363,4,4,Cacnea,Mega Venusaur,Mega Venusaur
774,35,774,Carbink,Nidoran♀,Carbink
159,180,159,Moltres,Ledyba,Moltres
